date_bldg_,time_bldg_,bldg_condi,date_bld_2,time_bld_2,date_bld_3,time_bld_3,bldg_id,bldg_name1,bldg_name2,bldg_sq_fo,bldg_statu,cdb_city_i,comments,date_condi,time_condi,create_use,date_demol,time_demol,date_edit_,time_edit_,edit_sourc,edit_useri,f_add1,footprint_,harris_str,label_hous,no_of_unit,no_stories,non_standa,orig_bldg_,pre_dir1,date_qc_da,time_qc_da,qc_source,qc_userid,shape_area,shape_len,st_name1,st_type1,stories,suf_dir1,t_add1,unit_name,vacancy_st,x_coord,y_coord,year_built,z_coord,xcoord,ycoord
2002-12-20,08:00:00.000,,2002-12-20,08:00:00.000,,,814906.0000000000000000000000000000000,TRAVEL LODGE,,0.0000000000000000000000000000000,ACTIVE,,,,,,,,2007-02-14,08:00:00.000,FIELDWORK,DS01228,65.0000000000000000000000000000000,AERIALS98,,"65",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,364630.0000000000000000000000000000000,E,,,,,11059.8750000000000000000000000000000,510.4596525769999857402581255882978,HARRISON,ST,12.0000000000000000000000000000000,,65.0000000000000000000000000000000,,,1177029.5095778200775384902954101562500,1897558.5073554099071770906448364257812,1930.0000000000000000000000000000000,0.0000000000000000000000000000000,448094.394774128,4636003.07977497
1998-04-01,08:00:00.000,SOUND,1998-04-01,08:00:00.000,,,354551.0000000000000000000000000000000,WERNER PRINTING,,57000.0000000000000000000000000000000,ACTIVE,,,2001-07-01,07:00:00.000,,,,2002-12-20,08:00:00.000,FIELDWORK,SAS,133.0000000000000000000000000000000,AERIALS98,"01709332001000","133",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,354551.0000000000000000000000000000000,N,,,,,10023.7500000000000000000000000000000,401.0883246689999737100151833146811,JEFFERSON,ST,6.0000000000000000000000000000000,,135.0000000000000000000000000000000,,,1172393.6503771499264985322952270507812,1901149.2079727100208401679992675781250,1892.0000000000000000000000000000000,0.0000000000000000000000000000000,446701.056495818,4637116.48728784
1998-04-01,08:00:00.000,,1998-04-01,08:00:00.000,,,371712.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,,,,,,,,1220.0000000000000000000000000000000,AERIALS98,,"1220",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,371712.0000000000000000000000000000000,S,2003-06-16,07:00:00.000,PARCELS,DS06284,1134.5000000000000000000000000000000,150.0304200060000141547789098694921,STATE,ST,0.0000000000000000000000000000000,,1220.0000000000000000000000000000000,,,1176438.8635721299797296524047851562500,1894835.8993307400960475206375122070312,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447903.528637975,4635175.62209676
2007-12-10,08:00:00.000,,2007-12-10,08:00:00.000,,,870706.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DS06183,,,2007-12-10,08:00:00.000,PARCELS,DS06183,1321.0000000000000000000000000000000,AERIALS,,"1321",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,372683.0000000000000000000000000000000,S,2007-12-10,08:00:00.000,,DS06183,557.9099999999999681676854379475117,104.1007813589999955183884594589472,PLYMOUTH,CT,0.0000000000000000000000000000000,,1321.0000000000000000000000000000000,K,,1176460.4431121200323104858398437500000,1894271.5385121200233697891235351562500,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447907.458523595,4635004.02543402
2007-12-10,08:00:00.000,,2007-12-10,08:00:00.000,,,870853.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DS06183,,,2007-12-10,08:00:00.000,PARCELS,DS06183,1426.0000000000000000000000000000000,AERIALS,,"1426",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,374239.0000000000000000000000000000000,S,2007-12-10,08:00:00.000,,DS06183,885.6000000000000227373675443232059,121.2540131420000051321039791218936,FEDERAL,ST,0.0000000000000000000000000000000,,1426.0000000000000000000000000000000,A,,1175956.1431121199857443571090698242188,1893571.0385121200233697891235351562500,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447750.502924999,4634792.96033132
1998-04-01,08:00:00.000,,1998-04-01,08:00:00.000,,,369851.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,,,,,,,,1001.0000000000000000000000000000000,AERIALS98,,"1001",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,369851.0000000000000000000000000000000,S,,,,,39524.0000000000000000000000000000000,898.5009747459999971397337503731251,DESPLAINES,ST,0.0000000000000000000000000000000,,1001.0000000000000000000000000000000,,,1172179.4586382498964667320251464843750,1895679.5968616099562495946884155273438,0.0000000000000000000000000000000,0.0000000000000000000000000000000,446610.013098514,4635446.9569286
2002-12-20,08:00:00.000,,2002-12-20,08:00:00.000,,,814860.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,,,,2007-02-14,08:00:00.000,FIELDWORK,DS01228,417.0000000000000000000000000000000,AERIALS98,,"417",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,362038.0000000000000000000000000000000,S,,,,,4542.6250000000000000000000000000000,269.6389270629999828088330104947090,DEARBORN,ST,11.0000000000000000000000000000000,,417.0000000000000000000000000000000,,,1176073.5057381000369787216186523437500,1898308.5197011199779808521270751953125,1949.0000000000000000000000000000000,0.0000000000000000000000000000000,447808.688069925,4636234.38629363
2007-01-17,08:00:00.000,SOUND,2007-01-17,08:00:00.000,,,840891.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,2007-01-17,08:00:00.000,DT00255,,,2007-01-17,08:00:00.000,,DT00255,0.0000000000000000000000000000000,AERIALS,,,0.0000000000000000000000000000000,0.0000000000000000000000000000000,OTHER,840891.0000000000000000000000000000000,,2007-01-17,08:00:00.000,,DT00255,10.2400000000000002131628207280301,12.8000000000000007105427357601002,,,0.0000000000000000000000000000000,,0.0000000000000000000000000000000,,N,1172031.5431121198926120996475219726562,1899786.3385121200699359178543090820312,2006.0000000000000000000000000000000,0.0000000000000000000000000000000,446584.275962701,4636705.03363194
1998-04-01,08:00:00.000,,1998-04-01,08:00:00.000,,,359462.0000000000000000000000000000000,BANK OF AMERICA CENTER,,0.0000000000000000000000000000000,ACTIVE,,,,,,,,2007-02-14,08:00:00.000,FIELDWORK,DS01228,230.0000000000000000000000000000000,AERIALS98,,"230",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,359462.0000000000000000000000000000000,S,,,,,55811.2500000000000000000000000000000,983.7810700369999494796502403914928,CLARK,ST,20.0000000000000000000000000000000,,230.0000000000000000000000000000000,,,1175379.0027570400852710008621215820312,1899100.4610591400414705276489257812500,1924.0000000000000000000000000000000,0.0000000000000000000000000000000,447600.852295673,4636476.75019371
2004-06-28,07:00:00.000,SOUND,2004-06-28,07:00:00.000,,,821493.0000000000000000000000000000000,PLATINUM TOWER,,0.0000000000000000000000000000000,ACTIVE,,,2001-07-01,07:00:00.000,ds01228,,,2005-08-03,07:00:00.000,SKYSCRAPERS.COM,ds06273,700.0000000000000000000000000000000,AERIALS02,"01716117018000","700",72.0000000000000000000000000000000,0.0000000000000000000000000000000,,0.0000000000000000000000000000000,W,,,,,11771.0000000000000000000000000000000,434.1872195579999811343441251665354,VAN BUREN,ST,13.0000000000000000000000000000000,,700.0000000000000000000000000000000,,,1171903.9431121100205928087234497070312,1898506.0385121200233697891235351562500,1900.0000000000000000000000000000000,0.0000000000000000000000000000000,446539.210718106,4636315.5130041
1998-04-01,08:00:00.000,SOUND,1998-04-01,08:00:00.000,,,353264.0000000000000000000000000000000,FRANKLIN LAKE SELF PARK,,453100.0000000000000000000000000000000,ACTIVE,,,2002-11-01,08:00:00.000,,,,2005-08-03,07:00:00.000,FIELDWORK,ds06273,170.0000000000000000000000000000000,AERIALS98,"01709428004000","170",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,353264.0000000000000000000000000000000,N,,,,,31009.2500000000000000000000000000000,704.7226225340000382857397198677063,FRANKLIN,ST,13.0000000000000000000000000000000,,180.0000000000000000000000000000000,,,1174173.4404121800325810909271240234375,1901600.8993307400960475206375122070312,1990.0000000000000000000000000000000,0.0000000000000000000000000000000,447245.424058322,4637244.19800799
1998-04-01,08:00:00.000,,1998-04-01,08:00:00.000,,,347726.0000000000000000000000000000000,MAGGIANO'S,,0.0000000000000000000000000000000,ACTIVE,,SPLIT POLYGON- CHANGED ADDRESS,,,,,,2002-12-20,08:00:00.000,FIELDWORK,SDB,516.0000000000000000000000000000000,AERIALS98,,"516",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,347726.0000000000000000000000000000000,N,,,,,10154.6250000000000000000000000000000,402.7440892430000189960992429405451,CLARK,ST,6.0000000000000000000000000000000,,516.0000000000000000000000000000000,,,1175357.5676683599594980478286743164062,1903799.7419233398977667093276977539062,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447616.562142581,4637910.00985637
1998-04-01,08:00:00.000,SOUND,1998-04-01,08:00:00.000,,,364707.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,2002-11-01,08:00:00.000,,,,2002-12-20,08:00:00.000,FIELDWORK,HAG,603.0000000000000000000000000000000,AERIALS98,"01716408001000","603",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,364707.0000000000000000000000000000000,S,,,,,8755.8899999999994179233908653259277,409.0021096340000212876475416123867,PLYMOUTH,CT,6.0000000000000000000000000000000,,603.0000000000000000000000000000000,,,1176231.6669260100461542606353759765625,1897538.4332813599612563848495483398438,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447854.140530823,4635998.04445848
2007-12-10,08:00:00.000,,2007-12-10,08:00:00.000,,,870671.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DS06183,,,2007-12-10,08:00:00.000,PARCELS,DS06183,1313.0000000000000000000000000000000,AERIALS,,"1313",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,372308.0000000000000000000000000000000,S,2007-12-10,08:00:00.000,,DS06183,580.7000000000000454747350886464119,106.0989531559999932142090983688831,PLYMOUTH,CT,0.0000000000000000000000000000000,,1313.0000000000000000000000000000000,A,,1176449.6431121199857443571090698242188,1894513.6385121198836714029312133789062,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447905.293342757,4635077.76586141
2007-12-10,08:00:00.000,,2007-12-10,08:00:00.000,,,870687.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DS06183,,,2007-12-10,08:00:00.000,PARCELS,DS06183,1315.0000000000000000000000000000000,AERIALS,,"1315",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,870678.0000000000000000000000000000000,S,2007-12-10,08:00:00.000,,DS06183,447.0600000000000022737367544323206,85.0688495372999966548377415165305,PLYMOUTH,CT,0.0000000000000000000000000000000,,1315.0000000000000000000000000000000,I,,1176392.8431121099274605512619018554688,1894405.5385121200233697891235351562500,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447887.347313253,4635045.09421416
2007-12-06,08:00:00.000,,2007-12-06,08:00:00.000,,,870260.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DT00211,,,2007-12-06,08:00:00.000,PARCELS,DT00211,1436.0000000000000000000000000000000,AERIALS,,"1436",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,374180.0000000000000000000000000000000,S,2007-12-06,08:00:00.000,,DT00211,679.5900000000000318323145620524883,113.9498910159999951474674162454903,PRAIRIE,AVE,0.0000000000000000000000000000000,,1436.0000000000000000000000000000000,B,,1177977.6431121199857443571090698242188,1893594.5385121200233697891235351562500,0.0000000000000000000000000000000,0.0000000000000000000000000000000,448366.313691504,4634790.44733948
1998-04-01,08:00:00.000,,1998-04-01,08:00:00.000,,,370835.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,,,,2002-12-20,08:00:00.000,FIELDWORK,HAG,1174.0000000000000000000000000000000,AERIALS98,,"1174",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,370835.0000000000000000000000000000000,S,2003-06-16,07:00:00.000,PARCELS,DS06284,2434.8750000000000000000000000000000,215.5082778370000085033098002895713,PLYMOUTH,CT,3.0000000000000000000000000000000,,1174.0000000000000000000000000000000,,,1176031.8959060499910265207290649414062,1895276.5783430999144911766052246093750,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447781.590317949,4635311.63093915
1998-04-01,08:00:00.000,,1998-04-01,08:00:00.000,,,363192.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,,,,,,,,0.0000000000000000000000000000000,AERIALS98,,"0",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,363192.0000000000000000000000000000000,,,,,,270.0000000000000000000000000000000,69.0222112591000040993094444274902,,,0.0000000000000000000000000000000,,0.0000000000000000000000000000000,,,1173800.3959060499910265207290649414062,1898100.5629109900910407304763793945312,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447115.12313209,4636182.93373391
2007-08-28,07:00:00.000,SOUND,2007-08-28,07:00:00.000,,,862200.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,2007-08-28,07:00:00.000,DS06182,,,2007-08-28,07:00:00.000,PARCELS,DS06182,365.0000000000000000000000000000000,AERIALS,,"365",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,862200.0000000000000000000000000000000,W,2007-08-28,07:00:00.000,,DS06182,30942.9599999999991268850862979888916,870.8383397989999821220408193767071,OHIO,ST,0.0000000000000000000000000000000,,429.0000000000000000000000000000000,,,1173183.3431121099274605512619018554688,1904025.6385121198836714029312133789062,2006.0000000000000000000000000000000,0.0000000000000000000000000000000,446957.784609691,4637991.8138136
2007-12-10,08:00:00.000,,2007-12-10,08:00:00.000,,,870747.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DS06183,,,2007-12-10,08:00:00.000,PARCELS,DS06183,1407.0000000000000000000000000000000,AERIALS,,"1407",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,373905.0000000000000000000000000000000,S,2007-12-10,08:00:00.000,,DS06183,708.9450000000000500222085975110531,107.7684069849999985990507411770523,PLYMOUTH,CT,0.0000000000000000000000000000000,,1407.0000000000000000000000000000000,,,1176324.7431121100671589374542236328125,1893711.3385121200699359178543090820312,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447863.379484155,4634833.97730407
2007-12-10,08:00:00.000,,2007-12-10,08:00:00.000,,,870792.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DS06183,,,2007-12-10,08:00:00.000,PARCELS,DS06183,1347.0000000000000000000000000000000,AERIALS,,"1347",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,373402.0000000000000000000000000000000,S,2007-12-10,08:00:00.000,,DS06183,712.6050000000000181898940354585648,113.5112481870000067374348873272538,CLARK,ST,0.0000000000000000000000000000000,,1347.0000000000000000000000000000000,,,1175807.6431121199857443571090698242188,1893943.6385121198836714029312133789062,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447706.953466163,4634907.20707455
2007-12-10,08:00:00.000,,2007-12-10,08:00:00.000,,,870910.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DS06183,,,2007-12-10,08:00:00.000,PARCELS,DS06183,1437.0000000000000000000000000000000,AERIALS,,"1437",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,870905.0000000000000000000000000000000,S,2007-12-10,08:00:00.000,,DS06183,951.2200000000000272848410531878471,124.5145702260000035721532185561955,CLARK,ST,0.0000000000000000000000000000000,,1437.0000000000000000000000000000000,,,1175814.6431121199857443571090698242188,1893436.6385121198836714029312133789062,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447706.704499502,4634752.66054954
1998-04-01,08:00:00.000,,1998-04-01,08:00:00.000,,,370702.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,,,,2002-12-20,08:00:00.000,FIELDWORK,HAG,0.0000000000000000000000000000000,AERIALS98,,"0",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,370702.0000000000000000000000000000000,,,,,,1470.0000000000000000000000000000000,158.0000000000000000000000000000000,,,0.0000000000000000000000000000000,,0.0000000000000000000000000000000,,,1176442.6459060499910265207290649414062,1895374.5659974100999534130096435546875,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447907.21218963,4635339.19972859
1998-04-01,08:00:00.000,,1998-04-01,08:00:00.000,,,814582.0000000000000000000000000000000,NW MUTUAL LIFE,303 WEST MADISON,0.0000000000000000000000000000000,ACTIVE,,,,,,,,2007-02-14,08:00:00.000,FIELDWORK,DS01228,301.0000000000000000000000000000000,AERIALS98,,"301",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,814582.0000000000000000000000000000000,W,,,,,13057.6250000000000000000000000000000,524.0084534940000366987078450620174,MADISON,ST,26.0000000000000000000000000000000,,307.0000000000000000000000000000000,,,1174267.3360312699805945158004760742188,1900213.9826640801038593053817749023438,1987.0000000000000000000000000000000,0.0000000000000000000000000000000,447267.277785147,4636820.4781537
1998-04-01,08:00:00.000,,1998-04-01,08:00:00.000,,,352549.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,,,,2002-12-20,08:00:00.000,FIELDWORK,SAS,224.0000000000000000000000000000000,AERIALS98,,"224",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,352549.0000000000000000000000000000000,N,,,,,13197.7500000000000000000000000000000,469.0687355260000117596064228564501,DESPLAINES,ST,6.0000000000000000000000000000000,,224.0000000000000000000000000000000,,,1171790.9411357599310576915740966796875,1901992.5876023499295115470886230468750,0.0000000000000000000000000000000,0.0000000000000000000000000000000,446521.429018409,4637375.61848159
1998-04-01,08:00:00.000,SOUND,1998-04-01,08:00:00.000,,,373466.0000000000000000000000000000000,,,2774.0000000000000000000000000000000,ACTIVE,,,2001-10-01,07:00:00.000,,,,2002-12-20,08:00:00.000,SANBORN_MAP,MML,1346.0000000000000000000000000000000,AERIALS98,"01721213074000","1346",1.0000000000000000000000000000000,0.0000000000000000000000000000000,,373466.0000000000000000000000000000000,S,2003-06-16,07:00:00.000,PARCELS,DS06284,1080.7500000000000000000000000000000,138.0604016549999926155578577890992,PLYMOUTH,CT,2.0000000000000000000000000000000,,1346.0000000000000000000000000000000,,,1176212.8022846500389277935028076171875,1893956.0999480299651622772216796875000,1996.0000000000000000000000000000000,0.0000000000000000000000000000000,447830.508450502,4634908.22142388
1998-04-01,08:00:00.000,SOUND,1998-04-01,08:00:00.000,,,372008.0000000000000000000000000000000,,,47300.0000000000000000000000000000000,ACTIVE,,,2002-10-01,07:00:00.000,,,,,,,,1245.0000000000000000000000000000000,AERIALS98,"01721134002000","1245",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,372008.0000000000000000000000000000000,S,,,,,33653.6250000000000000000000000000000,1090.7082749399999102024594321846962,CLINTON,ST,1.0000000000000000000000000000000,,1319.0000000000000000000000000000000,,,1173004.1642422201111912727355957031250,1894544.6678492599166929721832275390625,1997.0000000000000000000000000000000,0.0000000000000000000000000000000,446857.659673574,4635095.4121511
1998-04-01,08:00:00.000,SOUND,1998-04-01,08:00:00.000,,,372832.0000000000000000000000000000000,,,4076.0000000000000000000000000000000,ACTIVE,,,2001-10-01,07:00:00.000,,,,2002-12-20,08:00:00.000,SANBORN_MAP,MML,1323.0000000000000000000000000000000,AERIALS98,"01721213021000","1323",1.0000000000000000000000000000000,0.0000000000000000000000000000000,,372832.0000000000000000000000000000000,S,2003-06-16,07:00:00.000,PARCELS,DS06284,1744.2500000000000000000000000000000,197.0868940379999969536584103479981,FEDERAL,ST,2.0000000000000000000000000000000,,1323.0000000000000000000000000000000,,,1176033.8806988599244505167007446289062,1894178.1832813599612563848495483398438,1989.0000000000000000000000000000000,0.0000000000000000000000000000000,447776.451871116,4634976.09621966
1998-04-01,08:00:00.000,,1998-04-01,08:00:00.000,,,353251.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,,,,2002-12-20,08:00:00.000,FIELDWORK,AJF,181.0000000000000000000000000000000,AERIALS98,,"181",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,353251.0000000000000000000000000000000,N,,,,,1557.8750000000000000000000000000000,159.5214431219999937638931442052126,FRANKLIN,ST,6.0000000000000000000000000000000,,185.0000000000000000000000000000000,,,1174361.0968234799802303314208984375000,1901599.2017998900264501571655273437500,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447302.566512244,4637245.59325555
2006-09-20,07:00:00.000,SOUND,2006-09-20,07:00:00.000,,,834519.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,2005-02-27,08:00:00.000,DT00255,,,2006-09-20,07:00:00.000,PARCELS,DT00255,500.0000000000000000000000000000000,AERIALS,"01716333034000","500",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,834519.0000000000000000000000000000000,W,2006-09-20,07:00:00.000,,DT00255,6053.7550000000001091393642127513885,451.2400724340000124357175081968307,ROOSEVELT,RD,1.0000000000000000000000000000000,,500.0000000000000000000000000000000,,,1173208.8431121099274605512619018554688,1895147.4385121199302375316619873046875,1962.0000000000000000000000000000000,0.0000000000000000000000000000000,446916.648304823,4635278.01730276
1998-04-01,08:00:00.000,,1998-04-01,08:00:00.000,,,370271.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,,,,2002-12-20,08:00:00.000,AMERITECH_PTS,MML,0.0000000000000000000000000000000,AERIALS98,,"0",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,370271.0000000000000000000000000000000,,,,,,1561.6250000000000000000000000000000,179.5759742040000048746151151135564,,,0.0000000000000000000000000000000,,0.0000000000000000000000000000000,,,1173938.7454218599013984203338623046875,1895632.0814295099116861820220947265625,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447146.27801597,4635429.12593384
2007-12-10,08:00:00.000,,2007-12-10,08:00:00.000,,,870794.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DS06183,,,2007-12-10,08:00:00.000,PARCELS,DS06183,1341.0000000000000000000000000000000,AERIALS,,"1341",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,373402.0000000000000000000000000000000,S,2007-12-10,08:00:00.000,,DS06183,561.2999999999999545252649113535881,105.6076682759999982863519107922912,CLARK,ST,0.0000000000000000000000000000000,,1341.0000000000000000000000000000000,,,1175806.8431121099274605512619018554688,1893995.0385121200233697891235351562500,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447707.013441914,4634922.822857
2007-12-10,08:00:00.000,,2007-12-10,08:00:00.000,,,870915.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DS06183,,,2007-12-10,08:00:00.000,PARCELS,DS06183,1431.0000000000000000000000000000000,AERIALS,,"1431",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,870911.0000000000000000000000000000000,S,2007-12-10,08:00:00.000,,DS06183,538.3600000000000136424205265939236,100.7048197550000026012639864347875,CLARK,ST,0.0000000000000000000000000000000,,1431.0000000000000000000000000000000,,,1175823.0431121198926120996475219726562,1893491.6385121198836714029312133789062,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447709.431889256,4634769.38878196
2007-12-06,08:00:00.000,,2007-12-06,08:00:00.000,,,870237.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DT00211,,,2007-12-06,08:00:00.000,PARCELS,DT00211,1446.0000000000000000000000000000000,AERIALS,,"1446",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,374283.0000000000000000000000000000000,S,2007-12-06,08:00:00.000,,DT00211,725.2200000000000272848410531878471,118.3403685770000066668217186816037,PRAIRIE,AVE,0.0000000000000000000000000000000,,1446.0000000000000000000000000000000,,,1178143.6431121199857443571090698242188,1893487.5385121200233697891235351562500,0.0000000000000000000000000000000,0.0000000000000000000000000000000,448416.391045985,4634757.16345243
2007-12-10,08:00:00.000,,2007-12-10,08:00:00.000,,,870851.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DS06183,,,2007-12-10,08:00:00.000,PARCELS,DS06183,1426.0000000000000000000000000000000,AERIALS,,"1426",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,374239.0000000000000000000000000000000,S,2007-12-10,08:00:00.000,,DS06183,908.5700000000000500222085975110531,123.5353032099999950332858134061098,FEDERAL,ST,0.0000000000000000000000000000000,,1426.0000000000000000000000000000000,D,,1175870.2431121200788766145706176757812,1893562.8385121200699359178543090820312,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447724.225841325,4634790.8404363
2007-12-06,08:00:00.000,,2007-12-06,08:00:00.000,,,870375.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,,,,DT00211,,,2007-12-06,08:00:00.000,PARCELS,DT00211,1403.0000000000000000000000000000000,AERIALS,,"1403",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,373817.0000000000000000000000000000000,S,2007-12-06,08:00:00.000,,DT00211,1024.9149999999999636202119290828705,137.5712638360000141801720019429922,INDIANA,AVE,0.0000000000000000000000000000000,,1403.0000000000000000000000000000000,,,1178013.5431121198926120996475219726562,1893804.8385121200699359178543090820312,0.0000000000000000000000000000000,0.0000000000000000000000000000000,448378.281150502,4634854.25696228
1998-04-01,08:00:00.000,SOUND,1998-04-01,08:00:00.000,,,352271.0000000000000000000000000000000,CHICAGO MOTOR CLUB,,72500.0000000000000000000000000000000,ACTIVE,,,2002-11-01,08:00:00.000,,,,2015-04-10,07:00:00.000,FIELDWORK,DS01228,68.0000000000000000000000000000000,,"01710300016000","68",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,352271.0000000000000000000000000000000,E,,,,,4322.6250000000000000000000000000000,281.5026880940000069131201598793268,WACKER,PL,18.0000000000000000000000000000000,,68.0000000000000000000000000000000,,,1177008.3959060600027441978454589843750,1902230.1246393900364637374877929687500,1928.0000000000000000000000000000000,0.0000000000000000000000000000000,448112.096446523,4637424.32465855
2002-12-20,08:00:00.000,SOUND,2002-12-20,08:00:00.000,,,813975.0000000000000000000000000000000,,,14700.0000000000000000000000000000000,ACTIVE,,BUILDING SPLIT - ADDRESS UPDATED,2001-07-01,07:00:00.000,,,,2002-12-20,08:00:00.000,FIELDWORK,LGP,160.0000000000000000000000000000000,AERIALS98,"01710122023000","160",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,346539.0000000000000000000000000000000,E,,,,,5253.7500000000000000000000000000000,320.2017464319999930921767372637987,GRAND,AVE,3.0000000000000000000000000000000,,160.0000000000000000000000000000000,,,1177633.9634655399713665246963500976562,1904042.3314295199234038591384887695312,0.0000000000000000000000000000000,0.0000000000000000000000000000000,448311.146452987,4637972.38381891
1998-04-01,08:00:00.000,,1998-04-01,08:00:00.000,,,349008.0000000000000000000000000000000,,,0.0000000000000000000000000000000,ACTIVE,,SPLIT BUILDING- GAVE CLARK AND HUBBARD ADDRESSES,,,,,,2002-12-20,08:00:00.000,FIELDWORK,KSR,425.0000000000000000000000000000000,AERIALS98,,"425",0.0000000000000000000000000000000,0.0000000000000000000000000000000,,349008.0000000000000000000000000000000,N,,,,,9549.1250000000000000000000000000000,398.2932264039999950000492390245199,CLARK,ST,4.0000000000000000000000000000000,,437.0000000000000000000000000000000,,,1175544.6610522700939327478408813476562,1903388.7758739700075238943099975585938,0.0000000000000000000000000000000,0.0000000000000000000000000000000,447672.065114908,4637783.79690073
